Time,Value
2015-10-11,37.91209690783217
2015-10-18,38.3945090638295
2015-10-25,38.96196763943412
2015-11-01,39.796278142014444
2015-11-08,40.07304315770872
2015-11-15,40.86170368404908
2015-11-22,41.91054485041143
2015-11-29,43.31928022456316
2015-12-06,43.481355630094676
2015-12-13,44.38045343882638
2015-12-20,45.55057862114539
2015-12-27,45.712787675979676
2016-01-03,46.53782945347364
2016-01-10,48.60107454440259
2016-01-17,48.98505742213126
2016-01-24,49.388672038138104
2016-01-31,49.890782519939826
2016-02-07,51.90690328999911
2016-02-14,52.45103007018137
2016-02-21,52.788296594617975
2016-02-28,54.10639584400239
2016-03-06,54.3319094032626
2016-03-13,54.225392430932004
2016-03-20,55.57868616971474
2016-03-27,55.545442805282
2016-04-03,55.3485976838311
2016-04-10,56.34498608484311
2016-04-17,55.607650395029005
2016-04-24,56.71632659024432
2016-05-01,56.76783496722553
2016-05-08,56.80556338362971
2016-05-15,55.96401448022144
2016-05-22,56.471308115098395
2016-05-29,56.66398726215615
2016-06-05,56.091000749028325
2016-06-12,55.38923546089725
2016-06-19,54.853043203470214
2016-06-26,53.4948666112848
2016-07-03,54.310998710061355
2016-07-10,54.63912027878632
2016-07-17,53.867266423898876
2016-07-24,53.62147944142412
2016-07-31,53.72365911764046
2016-08-07,52.452043742927806
2016-08-14,53.324526069342966
2016-08-21,53.672962830466254
2016-08-28,52.92282583599762
2016-09-04,52.351018937916116
2016-09-11,52.87154092264831
2016-09-18,52.75844034346624
2016-09-25,52.88862672759452
2016-10-02,53.44603695890508
2016-10-09,53.28490167634241
2016-10-16,54.23249505293539
2016-10-23,55.166846887932905
2016-10-30,54.36963903217839
2016-11-06,56.46417888420998
2016-11-13,57.236813879591715
2016-11-20,57.387786984123636
2016-11-27,58.12687135463634
2016-12-04,59.105140322469474
2016-12-11,60.16307021692982
2016-12-18,60.80488071102842
2016-12-25,62.97463816411876
2017-01-01,62.897160774538214
2017-01-08,64.59099495839408
2017-01-15,64.01749558349621
2017-01-22,65.43021900903719
2017-01-29,66.51163256290539
2017-02-05,67.21672154497168
2017-02-12,67.73087505412633
2017-02-19,69.39541920467168
2017-02-26,69.59020184666954
2017-03-05,70.49803424431103
2017-03-12,70.69466530919969
2017-03-19,70.95759868135963
2017-03-26,70.92273582218283
2017-04-02,70.98684549379756
2017-04-09,71.45944132150062
2017-04-16,72.45896480499896
2017-04-23,72.30380961675958
2017-04-30,71.43928466351493
2017-05-07,71.64868822303472
2017-05-14,70.59016992367278
2017-05-21,72.14802528116105
2017-05-28,70.9070772849961
2017-06-04,71.86308401476838
2017-06-11,70.4949651546866
2017-06-18,70.66395425437193
2017-06-25,69.8116468518451
2017-07-02,69.79716098724957
2017-07-09,69.53198412324194
2017-07-16,69.47778630237464
2017-07-23,69.43422725712044
2017-07-30,68.67635065833028
2017-08-06,68.79029286358009
2017-08-13,68.50390774779453
2017-08-20,68.5390379784194
2017-08-27,68.16512273974496
2017-09-03,68.69045686642318
2017-09-10,69.32804428690342
2017-09-17,68.6849378170492
2017-09-24,68.50876714553868
2017-10-01,69.45374029938623
2017-10-08,70.60824044074896
2017-10-15,70.4151817795854
2017-10-22,70.64421481701486
2017-10-29,71.1227338201706
2017-11-05,72.0529722788641
2017-11-12,72.33770907821307
2017-11-19,72.83068077816627
2017-11-26,73.70102071743833
2017-12-03,74.83887615649473
2017-12-10,75.70640832690779
2017-12-17,76.91473440354906
2017-12-24,77.27030847458045
2017-12-31,79.36718010227206
2018-01-07,79.18520908492664
2018-01-14,80.06575671183977
2018-01-21,81.41321862152522
2018-01-28,82.33469454030198
2018-02-04,82.99771323878814
2018-02-11,83.4774397375426
2018-02-18,84.0215488461841
2018-02-25,85.05824804378972
2018-03-04,85.96749486824247
2018-03-11,85.25813726974548
2018-03-18,85.91749467681866
2018-03-25,86.76333430406815
2018-04-01,86.58883271001034
2018-04-08,87.85225093726433
2018-04-15,88.52238724095209
2018-04-22,87.2614512472585
2018-04-29,86.49203678264665
2018-05-06,88.4290128928659
2018-05-13,87.23401592770895
2018-05-20,86.91108347938591
2018-05-27,87.20711251588601
2018-06-03,86.97946098894788
2018-06-10,85.82679275336119
2018-06-17,85.71716943191787
2018-06-24,85.73242498670444
2018-07-01,85.66567203454814
2018-07-08,85.5212704660834
2018-07-15,85.56291722544985
2018-07-22,85.76166106158287
2018-07-29,85.0877843227538
2018-08-05,84.28175696312418
2018-08-12,84.14269576683633
2018-08-19,83.80621002551663
2018-08-26,84.81329757536162
2018-09-02,84.14913147049619
2018-09-09,84.09711333095328
2018-09-16,83.9848996383501
2018-09-23,84.85784720522904
2018-09-30,84.9949663755469
2018-10-07,86.00174661155721
2018-10-14,85.60357361514913
2018-10-21,86.01489103904905
2018-10-28,86.39626834812542
2018-11-04,87.04744056859936
2018-11-11,87.9127781538071
2018-11-18,87.91429648991962
2018-11-25,89.17503047209173
2018-12-02,90.68754474143145
2018-12-09,90.9240543103593
2018-12-16,92.62077536244841
2018-12-23,93.55036533158653
2018-12-30,94.96521125226268
2019-01-06,95.37629917263354
2019-01-13,95.75895071157059
2019-01-20,95.97217177311333
2019-01-27,97.66485621439544
2019-02-03,99.12344542754451
2019-02-10,98.85357044159335
2019-02-17,99.8684154383554
2019-02-24,100.37268319652166
2019-03-03,101.122527465581
2019-03-10,101.38162176221512
2019-03-17,102.10630091922299
2019-03-24,102.03678845425301
2019-03-31,102.51192425401598
2019-04-07,102.31153043675167
2019-04-14,102.15094741206366
2019-04-21,103.40859934358224
2019-04-28,103.57590755481127
2019-05-05,103.52217898902816
2019-05-12,103.47540945031484
2019-05-19,103.11097103929288
2019-05-26,102.80251234149401
2019-06-02,102.80048272469746
2019-06-09,102.61074860093322
2019-06-16,102.22570642443785
2019-06-23,101.93015922211109
2019-06-30,101.80652819269775
2019-07-07,100.0813047999678
2019-07-14,100.95816228242597
2019-07-21,100.67183423237347
2019-07-28,99.97265023361128
2019-08-04,100.12430765036119
2019-08-11,99.60132787551733
2019-08-18,99.28154086071888
2019-08-25,98.9501412939696
2019-09-01,99.73187635504318
2019-09-08,99.38472418274011
2019-09-15,99.82238941121548
2019-09-22,101.52470466116408
2019-09-29,99.97070604576015
2019-10-06,100.93841678143194
2019-10-13,102.1437056638274
2019-10-20,102.7893041246494
2019-10-27,102.38460957698858
2019-11-03,102.27130060891507
2019-11-10,103.10441725436628
2019-11-17,105.21125367357007
2019-11-24,105.09683724010286
2019-12-01,106.56221975805175
2019-12-08,107.28913651839308
2019-12-15,108.2013534244931
2019-12-22,109.3132131456021
2019-12-29,110.69725119768336
2020-01-05,110.40735171581623
2020-01-12,111.40821157294818
2020-01-19,112.51166052998138
2020-01-26,114.05609938711636
2020-02-02,114.56001164535054
2020-02-09,114.19031312396616
2020-02-16,115.37707439211495
2020-02-23,115.6702155990398
2020-03-01,116.85266665693533
2020-03-08,117.37920950629648
2020-03-15,117.34359824047006
2020-03-22,117.72717334469809
2020-03-29,117.62039549943584
2020-04-05,118.03962147675152
2020-04-12,118.56261076088948
2020-04-19,118.7784889111071
2020-04-26,118.7832679050482
2020-05-03,118.75750812176125
2020-05-10,118.4981539243194
2020-05-17,117.87760394686667
2020-05-24,117.69617561830607
2020-05-31,118.39474794398306
2020-06-07,118.19923284375652
2020-06-14,117.49832367151186
2020-06-21,116.831599022914
2020-06-28,117.19260139508424
2020-07-05,117.2616346219083
2020-07-12,115.79849697805044
2020-07-19,115.32327338703388
2020-07-26,115.75959150769798
2020-08-02,115.770907434839
2020-08-09,116.16450359726416
2020-08-16,115.14070310038515
2020-08-23,115.88842722809319
2020-08-30,114.98089253308949
2020-09-06,114.62065071658884
2020-09-13,115.5559432282853
2020-09-20,114.95959665725499
2020-09-27,116.75360258151198
2020-10-04,116.2479205047152
2020-10-11,116.8014264636807
2020-10-18,117.2577460027601
2020-10-25,117.75405635266989
2020-11-01,119.68748201983722
2020-11-08,119.44525246108438
2020-11-15,120.22525655904853
2020-11-22,121.14267685470237
2020-11-29,121.85021472935428
2020-12-06,123.76142375273344
2020-12-13,123.93781803532144
2020-12-20,124.08706521171968
2020-12-27,125.8252408369718
2021-01-03,126.54270250818237
2021-01-10,127.09677104689794
2021-01-17,128.22519362462913
2021-01-24,129.55335923398783
2021-01-31,129.5613085452179
2021-02-07,130.1055677154402
2021-02-14,130.85234930830518
2021-02-21,131.49817874102806
2021-02-28,132.12186795871577
2021-03-07,133.12687811273454
2021-03-14,133.04709645484962
2021-03-21,133.88057146293892
2021-03-28,133.39217098633526
2021-04-04,134.5539687922082
2021-04-11,133.3790943085062
2021-04-18,134.94909242783783
2021-04-25,133.60818593888513
2021-05-02,135.00523483489278
2021-05-09,133.68290996365707
2021-05-16,133.87760290124305
2021-05-23,133.35701842442745
2021-05-30,133.06308572483846
2021-06-06,133.56656668873694
2021-06-13,133.83462700011628
2021-06-20,132.5223662852187
2021-06-27,132.05720001220098
2021-07-04,132.63349897116424
2021-07-11,131.17589674970515
2021-07-18,131.46722370435867
2021-07-25,131.1964186163339
2021-08-01,132.1744055245256
2021-08-08,130.82639035513608
2021-08-15,132.07208995106777
2021-08-22,130.78807272445223
2021-08-29,130.60221662182656
2021-09-05,131.29253183526976
2021-09-12,131.21343597333933
2021-09-19,131.61181510344406
2021-09-26,132.32329392859492
2021-10-03,132.4679838622461
2021-10-10,133.1946034304041
2021-10-17,132.55979960650563
2021-10-24,133.74106298821533
2021-10-31,134.97564357203677
2021-11-07,135.3733555521129
2021-11-14,135.79616775797194
2021-11-21,137.07302590415452
2021-11-28,137.96086532776113
2021-12-05,138.97676888633364
2021-12-12,139.52970495106842
2021-12-19,140.0031704541638
2021-12-26,142.16135656937152
2022-01-02,142.78452418663414
2022-01-09,143.0797824930499
2022-01-16,143.91439514271016
2022-01-23,144.45408876406282
2022-01-30,145.06544998308922
2022-02-06,146.0276511788419
2022-02-13,146.84758841131912
2022-02-20,147.5962250415788
2022-02-27,148.95596730332335
2022-03-06,148.72142287423594
2022-03-13,148.9722177151793
2022-03-20,149.65171766850594
2022-03-27,149.79128320970207
2022-04-03,150.37931021405797
2022-04-10,150.44039207834052
2022-04-17,150.2473548341809
2022-04-24,149.60585318689854
2022-05-01,149.91926160690826
2022-05-08,150.11173431620156
2022-05-15,149.47033680622212
2022-05-22,150.12820368483514
2022-05-29,148.60811002735684
2022-06-05,148.5820751552141
2022-06-12,148.6276650377667
2022-06-19,147.86873985427053
2022-06-26,147.2639856351971
2022-07-03,147.63492612190942
2022-07-10,147.42112698601704
2022-07-17,147.29792101629258
2022-07-24,146.86079288490572
2022-07-31,146.13303564354914
2022-08-07,146.76092449395915
2022-08-14,146.61571719575443
2022-08-21,146.55951273262409
2022-08-28,145.9104968778497
2022-09-04,146.9968471807732
2022-09-11,146.61678364330464
2022-09-18,146.2844102948956
2022-09-25,147.2425252165776
2022-10-02,147.13894143002804
2022-10-09,148.53007965816843
2022-10-16,149.11870483246648
2022-10-23,150.69614364503198
2022-10-30,149.459243954617
2022-11-06,150.41002626318755
2022-11-13,152.29290277315326
2022-11-20,153.0650527381862
2022-11-27,153.71026752817798
2022-12-04,154.1512347490626
2022-12-11,154.8394687239233
2022-12-18,156.62421822802054
